Name,Count,Gender,First,Last,Peak
Demecia,84,F,1976,2008,1993
Demecio,26,M,1929,1996,1988
Demeco,65,M,1973,2002,1979
Demedrick,5,M,1980,1980,1980
Demeigh,5,F,2019,2019,2019
Demeir,36,M,2005,2020,2020
Demeisha,68,F,1988,2000,1992
Demeka,273,F,1972,1999,1975
Demekia,31,F,1974,1983,1979
Demeko,32,M,1975,1995,1990
Demel,16,M,1978,1994,1978
Demelza,30,F,1978,2020,2020
Dementrius,21,M,1974,1987,1978
Demere,107,M,1999,2019,2010
Demeree,5,F,1999,1999,1999
Demeri,6,F,1998,1998,1998
Demeria,56,F,1997,2018,2009
Demerick,21,M,1976,1998,1976
Demerion,10,M,2001,2009,2001
Demeris,5,M,1999,1999,1999
Demerius,148,M,1985,2017,2002
Demerrick,5,M,1974,1974,1974
Demery,20,F,1995,2013,1995
Demery,11,M,1977,2017,2017
Demesha,337,F,1972,2009,1995
Demeshia,96,F,1972,1996,1991
Demeta,27,F,1958,1973,1962
Demeter,5,F,2020,2020,2020
Demeter,5,M,1920,1920,1920
Demeteria,12,F,1973,1974,1973
Demeterius,23,M,1973,2000,1973
Demethra,12,F,1975,1976,1975
Demetia,5,F,1974,1974,1974
Demetirus,6,M,1987,1987,1987
Demetra,4161,F,1912,2020,1975
Demetra,12,M,1975,1976,1975
Demetras,5,F,1964,1964,1964
Demetre,12,F,1964,1974,1974
Demetre,645,M,1963,2020,1992
Demetree,26,M,1992,2004,1994
Demetres,6,F,1975,1975,1975
Demetres,97,M,1970,1998,1975
Demetress,122,F,1958,1980,1973
Demetress,12,M,1971,1977,1971
Demetreus,238,M,1969,2012,1991
Demetrey,7,M,1994,1994,1994
Demetri,158,F,1959,1996,1972
Demetri,3802,M,1953,2020,1992
Demetria,10847,F,1914,2020,1974
Demetria,141,M,1967,1995,1977
Demetrial,5,F,1975,1975,1975
Demetrian,10,M,2000,2004,2000
Demetriana,51,F,2000,2011,2006
Demetrianna,5,F,2003,2003,2003
Demetrias,49,F,1967,1980,1973
Demetrias,127,M,1970,1995,1981
Demetric,411,F,1958,1990,1975
Demetric,2090,M,1958,2020,1979
Demetrica,227,F,1960,1997,1973
Demetrice,1754,F,1946,2001,1975
Demetrice,1645,M,1956,2020,1988
Demetrices,5,M,1982,1982,1982
Demetricia,5,F,1971,1971,1971
Demetrick,701,M,1967,2016,1978
Demetrics,23,M,1980,1993,1993
Demetricus,31,M,1969,1992,1972
Demetrie,17,F,1974,1981,1974
Demetrie,307,M,1966,2019,1992
Demetries,61,M,1974,2001,1980
Demetrik,27,M,1974,1995,1993
Demetrio,2957,M,1908,2020,1999
Demetrion,92,M,1997,2014,2006
Demetriona,11,F,1999,2000,2000
Demetrios,2690,M,1918,2020,1974
Demetrious,58,F,1962,1989,1977
Demetrious,1704,M,1947,2020,1991
Demetris,892,F,1951,1999,1975
Demetris,2563,M,1949,2020,1990
Demetrise,25,F,1969,1978,1969
Demetrise,6,M,1975,1975,1975
Demetrish,5,F,1975,1975,1975
Demetriss,27,F,1969,1978,1969
Demetriu,9,M,1989,1989,1989
Demetrius,1728,F,1946,2004,1975
Demetrius,34897,M,1912,2020,1991
Demetrous,35,M,1971,1993,1990
Demetruis,5,F,1975,1975,1975
Demetruis,814,M,1961,2019,1988
Demetrus,22,F,1965,1977,1974
Demetrus,633,M,1962,2014,1973
Demetry,95,M,1976,2011,1992
Demeturis,12,M,1973,1977,1973
Demi,10956,F,1964,2020,2020
Demi,14,M,2017,2019,2019
Demia,615,F,1968,2020,2005
Demiah,244,F,1996,2020,2003
Demian,14,F,1969,1973,1969
Demian,1822,M,1966,2020,2007
Demiana,164,F,1995,2020,2011
Demica,75,F,1975,1990,1977
Demicah,5,M,2004,2004,2004
Demichael,391,M,1975,2019,1988
Demicheal,16,M,1987,1995,1987
Demico,75,M,1972,1996,1974
Demid,23,M,2013,2019,2018
Demie,46,F,1992,2011,1996
Demien,11,M,1978,2004,1978
Demier,16,M,2014,2020,2020
Demii,62,F,2010,2020,2018
Demika,239,F,1971,2001,1975
Demiko,22,M,1976,2017,1977
Demilade,34,F,2011,2019,2017
Demilade,54,M,2010,2020,2014
Demille,10,M,1978,1988,1978
Deming,5,M,1943,1943,1943
Demingo,6,M,1977,1977,1977
Demion,10,M,1979,1994,1979
Demir,807,M,1991,2020,2020
Demira,63,F,1991,2017,1991
Demiracle,10,F,2008,2017,2008
Demire,7,M,2010,2010,2010
Demirose,18,F,2018,2020,2019
Demis,10,M,1979,2003,1979
Demisha,237,F,1974,2001,1986
Demita,275,F,1960,1990,1961
Demitra,613,F,1958,2019,1976
Demitre,51,M,1992,2006,1996
Demitri,23,F,1965,1997,1965
Demitri,1974,M,1964,2020,2001
Demitria,598,F,1965,2020,1992
Demitric,6,M,1992,1992,1992
Demitrice,6,F,1973,1973,1973
Demitrice,5,M,1981,1981,1981
Demitrie,16,M,1992,2012,1992
Demitrio,5,M,2014,2014,2014
Demitrios,114,M,1971,2008,1979
Demitrious,84,M,1987,2013,1987
Demitris,142,M,1978,2014,1985
Demitrius,11,F,1975,1982,1975
Demitrius,1905,M,1962,2020,1992
Demitrus,134,M,1969,2012,1989
Demitry,47,M,1994,2012,2002
Demiya,314,F,1998,2020,2011
Demiyah,480,F,2002,2020,2012
Demmi,69,F,1992,2019,2010
Demmie,5,F,1960,1960,1960
Demon,834,M,1969,2020,1974
Demona,15,F,1956,1999,1956
Demond,25,F,1973,1983,1975
Demond,5754,M,1963,2020,1974
Demonde,5,M,1973,1973,1973
Demondre,331,M,1988,2020,1998
Demone,492,M,1967,2018,1975
Demonei,5,M,2014,2014,2014
Demoney,10,M,2017,2018,2017
Demoni,112,F,1998,2020,2016
Demoni,316,M,1997,2020,2012
Demonica,339,F,1968,2004,1990
Demonie,6,F,2013,2013,2013
Demonie,79,M,2008,2020,2012
Demont,529,M,1964,2017,1974
Demonta,736,M,1976,2020,1997
Demontae,665,M,1988,2020,2009
Demontavious,10,M,2002,2005,2002
Demontay,214,M,1991,2019,2002
Demonte,2394,M,1973,2020,1994
Demontez,190,M,1991,2020,1993
Demontra,58,M,1989,2005,1990
Demontrae,69,M,1992,2012,1993
Demontray,141,M,1986,2008,1992
Demontre,521,M,1986,2020,1998
Demontreal,5,M,1991,1991,1991
Demontrell,10,M,1998,2008,1998
Demontrey,25,M,1995,2001,1998
Demontrez,79,M,1991,2011,1999
Demorea,12,M,1997,2000,1997
Demorian,26,M,1981,2011,2006
Demorio,71,M,1978,1990,1980
Demorion,26,M,2002,2006,2006
Demoris,5,M,1981,1981,1981
Demorrio,21,M,1978,1988,1978
Demorris,370,M,1954,2019,1987
Demos,5,M,1927,1927,1927
Demosthenes,63,M,1914,2007,1923
Demple,35,F,1922,1942,1924
Dempsey,386,F,1920,2020,2013
Dempsey,3982,M,1880,2020,1921
Dempsie,7,M,1919,1919,1919
Dempsy,119,M,1916,1945,1919
Demri,83,F,1997,2020,2015
Demtrius,60,M,1974,1993,1974
Demus,5,M,1913,1913,1913
Demy,48,F,1993,2020,2020
Demya,724,F,1998,2020,2008
Demyah,129,F,2003,2020,2018
Demyan,68,M,2003,2020,2012
Demyia,44,F,2004,2015,2006
Demyiah,45,F,2008,2018,2008
Demyla,18,F,2016,2019,2019
Demyra,29,F,2002,2017,2005
Demyri,5,F,2019,2019,2019
Den,17,M,1942,1958,1942
Dena,32317,F,1880,2020,1970
Dena,56,M,1964,1989,1971
Denae,2540,F,1953,2020,1997
Denaeja,11,F,2000,2003,2003
Denah,58,F,1966,2010,1969
Denahi,56,M,2005,2019,2012
Denai,128,F,1978,2010,2001
Denaija,21,F,2003,2007,2003
Denaijah,20,F,2004,2009,2004
Denaisha,67,F,1995,2010,1998
Denaiya,10,F,2010,2018,2010
Denaja,147,F,1993,2011,1999
Denajah,121,F,1997,2012,2001
Denajia,10,F,2003,2005,2003
Denali,1364,F,1977,2020,2018
Denali,505,M,1994,2020,2005
Denalia,10,F,2001,2018,2001
Denaly,98,F,2003,2020,2020
Denamarie,10,F,1980,1984,1980
Denard,701,M,1953,2017,1982
Denardo,17,M,1984,2004,2004
Denari,5,F,2010,2010,2010
Denari,50,M,2006,2020,2006
Denaria,26,F,2000,2008,2008
Denario,100,M,1978,2018,1990
Denarious,6,M,1992,1992,1992
Denarius,352,M,1984,2020,1995
Denaro,7,M,2015,2015,2015
Denarrius,5,M,1997,1997,1997
Denasha,40,F,1991,2003,1995
Denashia,50,F,1993,2006,1993
Denasia,700,F,1991,2020,2003
Denautica,5,F,1997,1997,1997
Denay,510,F,1963,2011,1991
Denaya,299,F,1980,2018,2006
Denayah,26,F,2003,2010,2006
Denaye,43,F,1983,2005,1992
Denaysha,37,F,1995,2005,2001
Denaysia,51,F,1999,2011,2002
Denazia,15,F,2000,2011,2000
Denby,20,M,1921,1943,1921
Dencie,6,F,1915,1915,1915
Dencil,274,M,1916,1977,1947
Dendrick,10,M,1979,1993,1979
Dene,572,F,1921,2000,1965
Dene,223,M,1917,1993,1925
Denea,376,F,1960,2009,1986
Denean,484,F,1955,1997,1965
Deneane,104,F,1964,1982,1964
Denease,42,F,1951,1967,1957
Denece,180,F,1937,1972,1956
Denecia,202,F,1959,2007,1992
Deneco,5,M,1992,1992,1992
Denedra,37,F,1973,1986,1983
Denee,911,F,1955,2010,1981
Deneem,5,F,1964,1964,1964
Deneen,3603,F,1947,2007,1964
Deneen,7,M,1964,1964,1964
Deneena,7,F,1964,1964,1964
Deneene,74,F,1964,1970,1964
Deneesha,5,F,1993,1993,1993
Deneice,290,F,1949,1987,1961
Deneil,15,F,1962,1978,1962
Deneise,278,F,1950,1977,1953
Deneisha,411,F,1978,2008,1994
Deneishia,5,F,1986,1986,1986
Deneka,183,F,1972,1997,1978
Denekia,10,F,1980,1990,1980
Denel,10,F,1960,1967,1960
Denelda,111,F,1916,1970,1929
Denell,419,F,1953,1995,1964
Denell,58,M,1973,2007,1976
Denelle,633,F,1951,2010,1970
Denelle,6,M,1987,1987,1987
Denena,5,F,1973,1973,1973
Denene,351,F,1953,1985,1964
Denequa,21,F,1988,1995,1992
Denerick,10,M,1982,1990,1982
Denerio,7,M,1992,1992,1992
Denero,15,M,1990,2020,1990
Denesa,26,F,1956,1970,1964
Denese,1588,F,1928,2006,1954
Denesha,907,F,1970,2008,1994
Deneshia,347,F,1973,2009,1994
Denesia,71,F,1967,1998,1996
Denessa,151,F,1966,2011,1988
Deneta,13,F,1965,1972,1965
Denetia,5,F,1972,1972,1972
Denetra,470,F,1960,2007,1985
Denetria,266,F,1967,2007,1989
Denetrice,22,F,1963,1980,1977
Denetris,5,F,1977,1977,1977
Denetrius,10,F,1971,1977,1971
Denett,13,F,1959,1961,1959
Denetta,195,F,1955,1993,1971
Denette,692,F,1948,1992,1960
Deneva,5,F,1968,1968,1968
Deney,7,M,1982,1982,1982
Denford,20,M,1933,1961,1933
Deng,314,M,1990,2020,2012
Denham,69,M,1923,2019,2010
Deni,633,F,1946,2020,1974
Deni,154,M,1975,2018,2004
Denia,1199,F,1924,2020,2000
Deniah,65,F,2002,2015,2009
Denica,194,F,1967,2007,1981
Denice,10627,F,1921,2018,1957
Denicia,257,F,1970,2004,1996
Denicka,5,F,1987,1987,1987
Denico,39,M,1989,2008,1991
Denie,17,F,1955,1964,1955
Deniece,1162,F,1932,2010,1957
Deniecia,5,F,1991,1991,1991
Deniel,103,M,1984,2019,2008
Deniella,5,F,2003,2003,2003
Denielle,980,F,1961,2013,1985
Deniene,12,F,1964,1967,1964
Deniese,353,F,1951,1993,1959
Deniesha,98,F,1984,2002,1988
Denija,31,F,2001,2005,2001
Denijah,73,F,1999,2012,2005
Denika,528,F,1970,2016,1977
Deniko,19,M,1989,1996,1994
Denilah,6,F,2014,2014,2014
Denille,34,F,1976,1983,1976
Denilson,640,M,1997,2020,2002
Denilzon,5,M,2004,2004,2004
Denim,705,F,1988,2020,2018
Denim,1786,M,1973,2020,2017
Denin,5,M,1999,1999,1999
Denina,116,F,1962,1992,1978
Denine,963,F,1949,1994,1964
Deniqua,137,F,1978,1998,1992
Denique,34,F,1983,2001,1993
Denira,17,F,1997,2007,1997
Deniro,305,M,1987,2020,2020
Denis,841,F,1938,2020,2008
Denis,20216,M,1880,2020,1952
Denisa,984,F,1952,2018,1964
Denise,372670,F,1882,2020,1961
Denise,1363,M,1939,2002,1958
Denisha,4294,F,1960,2019,1994
Denishea,7,F,1990,1990,1990
Denishia,223,F,1977,2001,1991
Denisia,184,F,1975,2011,1994
Denison,64,M,1916,2019,1944
Deniss,82,F,1990,2015,2005
Deniss,5,M,2007,2007,2007
Denissa,72,F,1967,2005,1980
Denisse,6766,F,1954,2020,2020
Denita,2750,F,1948,2019,1964
Denitra,476,F,1963,2005,1976
Denitta,5,F,1966,1966,1966
Deniya,379,F,2000,2019,2006
Deniyah,427,F,2000,2020,2010
Deniz,793,F,1961,2020,2020
Deniz,1003,M,1963,2020,2019
Denize,21,F,2005,2009,2007
Denley,52,M,1948,2019,2011
Denman,161,M,1915,1991,1922
Denmark,5,M,1970,1970,1970
Denna,2347,F,1921,2020,1969
Dennae,5,F,1974,1974,1974
Dennard,154,M,1928,1993,1981
Denne,5,F,1965,1965,1965
Dennell,28,F,1964,1970,1968
Dennell,10,M,1990,1994,1990
Dennen,7,F,1964,1964,1964
Dennes,38,M,1940,1995,1965
Dennese,5,F,1955,1955,1955
Dennesly,10,F,2011,2011,2011
Dennett,5,M,1953,1953,1953
Dennetta,10,F,1978,1988,1978
Dennette,209,F,1957,1987,1966
Denney,218,M,1922,1992,1948
Dennhi,15,F,2019,2020,2019
Denni,175,F,1955,2020,1975
Denni,15,M,1957,2008,1957
Dennia,20,F,1956,1999,1956
Dennice,299,F,1942,2004,1956
Dennie,807,F,1884,1985,1952
Dennie,3728,M,1881,2012,1946
Dennielle,20,F,1976,1989,1976
Dennies,65,M,1947,1969,1952
Dennine,50,F,1964,1971,1964
Dennis,2673,F,1914,2020,1947
Dennis,618932,M,1880,2020,1952
Dennise,3418,F,1935,2020,2001
Dennise,83,M,1955,1990,1974
Dennisha,252,F,1978,2011,1992
Dennishia,5,F,1992,1992,1992
Dennison,741,M,1915,2019,1949
Dennisse,161,F,1961,2018,1998
Dennita,6,F,1966,1966,1966
Dennon,33,M,1972,2007,1992
Denny,402,F,1926,2020,1976
Denny,15279,M,1889,2020,1947
Dennys,83,F,1991,2009,1992
Dennys,452,M,1978,2019,1998
Deno,706,M,1912,2007,1960
Denon,51,M,1934,2002,1991
Denora,111,F,1926,1988,1968
Denoris,5,M,1992,1992,1992
Denorris,201,M,1955,2011,1987
Denotra,17,F,1924,1980,1979
Denroy,6,M,1981,1981,1981
Densel,96,M,1915,1991,1921
Densie,19,F,1968,1985,1969
Densil,147,M,1915,1963,1928
Denson,433,M,1912,2018,1926
Dent,71,M,1918,1979,1922
Denton,4981,M,1881,2020,1994
Dentrell,29,M,1993,2009,1993
Denver,2495,F,1913,2020,2019
Denver,16130,M,1880,2020,2020
Denvil,131,M,1917,1969,1947
Deny,140,M,1967,2012,2008
Denya,124,F,1975,2015,2006
Denyah,5,F,2013,2013,2013
Denyce,335,F,1939,2005,1954
Denyel,32,F,1974,1987,1976
Denyell,10,F,1978,1984,1978
Denyelle,7,F,1976,1976,1976
Denyia,11,F,2002,2007,2007
Denyla,118,F,2004,2020,2018
Denylah,56,F,2010,2020,2020
Denym,220,F,2002,2020,2019
Denym,200,M,2002,2020,2017
Denys,426,F,1947,2010,1988
Denys,182,M,1944,2020,2009
Denyse,1329,F,1927,2017,1956
Denysha,22,F,1988,1994,1994
Denysse,6,F,2008,2008,2008
Denzal,64,M,1991,2001,1992
Denzale,32,M,1991,1994,1993
Denzel,41,F,1914,1993,1916
Denzel,10815,M,1906,2020,1993
Denzell,1270,M,1987,2020,1992
Denzelle,50,M,1990,1995,1992
Denziel,18,M,1991,1996,1991
Denzil,68,F,1915,1930,1915
Denzil,3774,M,1897,2020,1937
Denzle,20,M,1919,1944,1919
Denzyl,5,M,1998,1998,1998
Deo,245,M,1914,2020,1924
Deobrah,10,F,1958,1968,1958
Deola,392,F,1912,1960,1917
Deolinda,243,F,1912,1971,1923
Deon,1664,F,1913,2019,1971
Deon,14548,M,1922,2020,1994
Deona,1161,F,1946,2018,1995
Deonate,17,M,1994,1999,1997
Deonca,16,F,1978,1992,1978
Deonda,5,F,1969,1969,1969
Deondra,1354,F,1957,2016,1985
Deondra,415,M,1969,2016,1990
Deondrae,253,M,1982,2019,1989
Deondray,299,M,1975,2020,1990
Deondre,15,F,1994,1996,1994
Deondre,3890,M,1966,2020,1998
Deondrea,88,F,1974,2006,1984
Deondrea,68,M,1976,2006,1993
Deondrey,18,M,1998,2008,1998
Deondria,208,F,1979,2013,1991
Deondric,10,M,1998,2000,1998
Deondrick,114,M,1978,2003,1995
Deone,182,F,1924,1980,1953
Deone,110,M,1968,2005,1974
Deoni,66,F,2002,2018,2005
Deonia,6,F,1999,1999,1999
Deonica,47,F,1978,1996,1985
Deonie,5,F,2003,2003,2003
Deonka,34,F,1982,1991,1984
Deonn,13,F,1953,1971,1953
Deonna,3685,F,1946,2020,1997
Deonna,5,M,1989,1989,1989
Deonne,437,F,1933,1997,1968
Deonne,47,M,1969,2004,1996
Deonni,44,F,2009,2020,2009
Deonnie,10,F,2008,2015,2008
Deonsha,6,F,1990,1990,1990
Deonshay,6,F,1997,1997,1997
Deonta,36,F,1979,1994,1987
Deonta,2561,M,1974,2020,1992
Deontae,3471,M,1976,2020,2000
Deontai,49,M,1991,2001,1991
Deontavious,28,M,1992,2001,1999
Deontay,1104,M,1979,2020,1996
Deontaye,157,M,1987,2007,2003
Deonte,41,F,1980,1994,1980
Deonte,7898,M,1973,2020,1995
Deontea,33,M,1990,2006,1993
Deontee,6,M,1992,1992,1992
Deontez,109,M,1989,2013,1996
Deontia,5,M,1993,1993,1993
Deontra,18,F,1994,1999,1999
Deontra,135,M,1981,2004,1996
Deontrae,185,M,1985,2017,1995
Deontray,346,M,1982,2018,1994
Deontre,780,M,1983,2020,1995
Deontrey,97,M,1993,2007,1993
Deontrez,30,M,1995,2002,2001
Deonza,14,F,1975,1975,1975
Deor,5,F,2020,2020,2020
Deor,5,M,2020,2020,2020
Deora,10,F,1962,1981,1962
Deosha,64,F,1990,1998,1992
Deotha,10,F,1917,1936,1917
Deotis,22,M,1939,1957,1939
Deoveon,22,F,1999,2001,2000
Deoveon,6,M,2002,2002,2002
Deovian,5,F,1999,1999,1999
Deovion,43,F,1998,2002,1999
Deovion,71,M,1999,2010,2003
Depaul,56,M,1981,1998,1985
Depree,17,M,1979,1998,1991
Depriest,21,M,1929,1988,1930
Deprince,5,M,2015,2015,2015
Deprise,22,F,1991,1993,1992
Deqa,5,F,2002,2002,2002
Dequan,5,F,1993,1993,1993
Dequan,3749,M,1975,2020,1994
Dequana,34,F,1985,1995,1989
Dequanda,5,F,1973,1973,1973
Dequandra,7,F,1989,1989,1989
Dequandre,71,M,1993,2004,1995
Dequane,67,M,1990,2002,1994
Dequann,72,M,1989,1999,1994
Dequanna,12,F,1989,1994,1989
Dequanta,22,M,1992,1994,1994
Dequantae,12,M,1996,2000,1996
Dequante,126,M,1992,2000,1994
Dequantez,5,M,1998,1998,1998
Dequarious,20,M,1993,2011,1993
Dequarius,348,M,1985,2018,2000
Dequasha,5,F,1999,1999,1999
Dequaveon,5,M,2003,2003,2003
Dequavion,130,M,1997,2011,2005
Dequavious,122,M,1992,2013,2000
Dequavius,82,M,1991,2002,1995
Dequawn,59,M,1993,2001,1993
Dequay,5,M,1998,1998,1998
Dequentin,6,M,1988,1988,1988
Dequesha,11,F,1987,1993,1993
Dequez,11,M,2002,2004,2002
Dequilla,5,F,1973,1973,1973
Dequincy,370,M,1964,2020,1992
Dequindre,17,M,1993,1995,1994
Dequinn,20,M,1989,1994,1989
Dequinton,19,M,1996,1999,1997
Dequisha,27,F,1987,1996,1989
Dequita,86,F,1970,1991,1986
Dequon,172,M,1987,2005,1994
Dequone,5,M,1994,1994,1994
Deqwan,48,M,1992,2003,1993
Der,190,F,1981,1999,1993
Dera,440,F,1893,2009,1915
Derak,74,M,1970,1999,1989
Deral,203,M,1926,1981,1942
Derald,2190,M,1914,2000,1929
Deralyn,5,F,1962,1962,1962
Deran,157,M,1920,2014,1980
Deray,190,M,1966,2012,1980
Derba,11,F,1956,1962,1962
Derby,10,F,1955,2019,1955
Derby,29,M,1987,2011,1987
Derck,23,M,1977,1987,1983
Derean,5,M,2008,2008,2008
Derec,104,M,1971,2004,1971
Dereck,6862,M,1949,2020,1989
Dereginald,5,M,1990,1990,1990
Dereion,37,M,2006,2010,2008
Derek,910,F,1956,2011,1987
Derek,233016,M,1924,2020,1989
Dereka,422,F,1971,2018,1997
Dereke,207,M,1955,2000,1972
Derekia,6,F,1991,1991,1991
Derel,65,M,1966,1991,1988
Derell,725,M,1945,2019,1986
Derelle,80,M,1979,2008,1989
Derelys,7,F,1924,1924,1924
Deremy,5,M,1986,1986,1986
Deren,231,M,1966,2014,2004
Derena,12,F,1967,1970,1967
Derenda,354,F,1944,1980,1956
Derene,6,F,1934,1934,1934
Dereon,366,F,2006,2017,2009
Dereon,1182,M,1990,2020,2008
Dereona,123,F,2007,2013,2009
Dereonna,62,F,2008,2012,2009
Deresa,46,F,1961,1979,1969
Deresha,25,F,1987,1999,1987
Dereth,8,F,1949,1949,1949
Deretha,86,F,1924,1963,1950
Derex,21,M,1995,2012,1995
Dereyon,16,M,2007,2009,2007
Derez,57,M,1990,2020,2018
Derf,6,M,1954,1954,1954
Derhonda,101,F,1958,1983,1965
Deri,50,F,1950,1976,1964
Deria,25,F,1972,2008,2000
Deriah,38,F,2007,2018,2012
Derian,135,F,1990,2015,1995
Derian,1305,M,1967,2020,1996
Deriana,85,F,2003,2016,2011
Derianna,46,F,2003,2019,2009
Deric,4680,M,1952,2020,1980
Derica,653,F,1971,2016,1997
Derice,18,M,1994,1995,1994
Derick,39,F,1974,1988,1974
Derick,19117,M,1945,2020,1989
Dericka,416,F,1979,2017,1994
Derico,330,M,1972,2014,1991
Deridre,16,F,1960,1961,1960
Deriek,11,M,1981,1988,1981
Deriel,43,M,2010,2019,2015
Derielle,13,F,2007,2009,2009
Derien,56,M,1994,2011,1994
Derik,5347,M,1952,2020,1987
Derika,440,F,1971,2011,1990
Derike,6,M,1978,1978,1978
Derin,183,F,1981,2019,2019
Derin,862,M,1964,2020,2010
Derina,11,F,1969,1981,1981
Derinda,435,F,1944,1984,1953
Derion,49,F,2008,2013,2008
Derion,982,M,1985,2020,2008
Deriona,87,F,2007,2015,2009
Derionna,85,F,2001,2018,2009
Derious,37,M,1992,2000,1993
Derique,5,M,2000,2000,2000
Deris,22,M,1984,2000,1988
Derise,15,F,1954,1964,1954
Derisha,52,F,1986,1995,1986
Derita,71,F,1945,1971,1967
Derith,15,F,1923,1947,1923
Derius,555,M,1978,2020,1991
Deriya,13,F,2007,2012,2007
Deriyah,127,F,2008,2020,2011
Deriyon,7,M,2008,2008,2008
Derk,506,M,1950,1993,1967
Derl,306,M,1929,1980,1930
Derle,18,M,1930,1934,1930
Derlene,6,F,1958,1958,1958
Derlin,14,M,2007,2009,2007
Derlis,5,M,2013,2013,2013
Derly,35,M,1989,2009,1997
Derlyn,6,M,2017,2017,2017
Dermaine,46,M,1971,2011,1977
Dermarr,5,M,2000,2000,2000
Dermont,26,M,1917,1990,1920
Dermot,458,M,1917,2019,1969
Dermott,20,M,1961,2006,1961
Derna,31,F,1912,1957,1912
Dernell,10,M,1981,1982,1981
Dero,5,M,1924,1924,1924
Deroderick,5,M,1987,1987,1987
Deroe,5,M,1926,1926,1926
Derold,63,M,1921,1971,1955
Derome,11,M,1956,1987,1987
Deron,35,F,1967,1988,1988
Deron,5616,M,1956,2020,1966
Deronda,387,F,1934,1981,1962
Derone,55,M,1963,1991,1976
Deronn,11,M,1984,1995,1984
Deronna,5,F,2009,2009,2009
Deronne,6,M,1996,1996,1996
Deronta,25,M,1989,1996,1989
Derontae,6,M,1993,1993,1993
Deronte,74,M,1982,2001,1993
Derotha,221,F,1912,1960,1924
Deroy,218,M,1914,2007,1935
Derquan,5,M,2002,2002,2002
Derra,125,F,1955,2002,1995
Derral,418,M,1922,1988,1940
Derrald,11,M,1929,1932,1932
Derrall,110,M,1930,1989,1957
Derran,67,M,1961,2008,1992
Derrance,8,M,1983,1983,1983
Derreck,1361,M,1955,2020,1990
Derrek,3010,M,1950,2020,1989
Derrel,1180,M,1916,2017,1988
Derrell,16,F,1956,1963,1956
Derrell,5815,M,1909,2020,1987
Derrelle,36,M,1985,1993,1988
Derren,409,M,1964,2018,2012
Derreon,129,M,1993,2016,2008
Derri,56,F,1953,2016,1958
Derria,13,F,1994,2001,2001
Derriah,11,F,2011,2017,2017
Derrian,88,F,1992,2007,1994
Derrian,668,M,1976,2020,2000
Derriana,143,F,1996,2018,2008
Derrianna,46,F,1998,2013,2010
Derric,1438,M,1958,2020,1981
Derrica,558,F,1970,2018,1990
Derrice,5,M,1990,1990,1990
Derrich,64,M,1961,1990,1973
Derrick,997,F,1954,2005,1974
Derrick,143566,M,1917,2020,1980
Derricka,904,F,1970,2019,2000
Derrico,102,M,1973,2006,1989
Derrie,22,F,1955,1962,1959
Derrie,51,M,1958,1983,1965
Derrielle,6,F,2020,2020,2020
Derrien,183,M,1989,2015,2010
Derrik,2125,M,1954,2020,1991
Derrika,168,F,1979,2010,1994
Derrike,55,M,1990,1996,1990
Derril,198,M,1925,1971,1931
Derrill,787,M,1915,1992,1950
Derrin,672,M,1960,2019,1965
Derringer,48,M,2010,2020,2017
Derrion,45,F,1997,2013,2009
Derrion,1400,M,1977,2020,2007
Derriona,179,F,2001,2018,2010
Derrione,5,M,2000,2000,2000
Derrionna,22,F,2000,2008,2007
Derrious,91,M,1984,2010,1991
Derris,416,M,1951,2014,1990
Derrisha,64,F,1981,2002,1991
Derrius,815,M,1975,2019,1989
Derriyah,12,F,2013,2015,2013
Derrol,27,M,1918,1954,1918
Derrold,10,M,1947,1970,1947
Derron,1495,M,1959,2020,1990
Derrus,9,M,1979,1979,1979
Derry,137,F,1932,1973,1961
Derry,1541,M,1914,2016,1957
Derryck,219,M,1963,2015,1990
Derryk,41,M,1994,2011,1999
Derryl,15,F,1947,1949,1947
Derryl,901,M,1934,2008,1962
Derryon,5,M,2009,2009,2009
Dervin,164,M,1953,2017,2014
Dervon,27,M,1990,2000,1992
Derward,110,M,1915,1952,1921
Derwin,3782,M,1916,2020,1958
Derwood,1020,M,1912,1976,1919
Derwyn,22,M,1961,2012,2009
Derya,167,F,1984,2020,1991
Deryan,47,M,1990,2012,2008
Deryck,561,M,1962,2019,2009
Deryk,759,M,1959,2019,1994
Derykah,27,F,1997,2003,1997
Deryl,190,F,1927,1965,1956
Deryl,1825,M,1915,2003,1957
Deryle,47,M,1932,1970,1951
Deryn,195,F,1993,2020,1998
Deryn,33,M,1992,2016,2016
Deryon,5,M,2007,2007,2007
Des,5,F,1955,1955,1955
Des,11,M,1957,1971,1971
Desa,239,F,1952,2002,1978
Desai,44,M,2009,2020,2020
Desales,5,F,1916,1916,1916
Desandra,5,F,1972,1972,1972
Desani,82,F,2000,2018,2001
Desani,22,M,2000,2020,2000
Desara,5,F,2000,2000,2000
Desarae,1781,F,1968,2018,1998
Desarai,73,F,1987,2005,2000
Desaray,1053,F,1977,2019,1992
Desaraye,10,F,2005,2010,2005
Desare,88,F,1987,2003,1995
Desarea,82,F,1989,2004,1992
Desaree,678,F,1921,2012,1990
Desarey,29,F,1992,2008,1992
Desari,5,F,1988,1988,1988
Desarie,138,F,1963,2005,1977
Desaun,16,M,2001,2007,2001
Desda,8,F,1915,1915,1915
Desdemona,43,F,1904,2017,2017
